kr,en
"이 변수를 다시 0으로 설정해, 몬스터 죽음 유무와 상관없이 무조건 초기화","Set this variable back to 0, resetting it unconditionally regardless of monster deaths."
이 변수를 통해 동물석상에게 버프 투사체를 맞은 상태인지를 알 수 있게 함,This variable lets you know if a Zoomorph has been hit by a buffed projectile
이 변수에 1을 넣어 이미 순간이동 해서 2층에서 1층으로 내려왔음을 알림,Put a 1 in this variable to indicate that you have already teleported down from the second floor to the first floor.
"이 부분은 오직 고장이전 버전에서만 사용함, 고장난 자동차에서는 사용 안함","This part is only used in the pre-breakdown version, not in a broken car"
인페르녹 보스 전투 1페이지 전투판의 메인 전투판 좌표 기준으로 타겟팅 함,Targeting by main battleboard coordinates on the Infernok boss battle Phase 1 battleboard
인페르녹 보스 전투 2페이지 전투판의 메인 전투판 좌표 기준으로 타겟팅 함,Infernok Boss Battle Phase 2 Targeting by Main Battleboard Coordinates on the Battleboard
인페르녹이 파란 크리스탈에 맞에서 50004415 애디셔널에 걸린 상태라면,If Infernok is hit by a blue crystal and has 50004415 addiction
자동차AI로 부터 ParkingAttackMode = 1 신호 받은 경우임,ParkingAttackMode = 1 signaled by Car AI
자신이 12시 방향으로 순간이동 했음을 이 변수를 통해서 알 수 있도록 함,This variable lets you know that you teleported to 12 o'clock.
전투맵에 처음부터 배치되어 있는 석상 몬스터이기 때문에 이 로직 설정해야함,We need to set this logic because this is a gargoyle monster that is placed on the battle map from the start
전투판으로 점프 이동을 하지 않아서  BattleMode = 0 인 경우임,BattleMode = 0 due to no jump movement to the battlefield
"졸몹 2마리니 변수에 2를 넣음  ,21421315 코드는 HP가 무척 낮","2 zombies, so I put 2 in the variable ,21421315 The code is very low HP"
"졸몹 2마리니 변수에 2를 넣음  ,21500473 코드는 HP가 무척 낮","2 zombies, so I put 2 in the variable ,21500473 The code is very low HP"
"졸몹이 등장해 레이저줄기를 막아줌, 8시 4시는 상대적으로 확률이 더 높음","Mob appears to block laser streaks, 8:04 is relatively more likely"
졸병이 1마리 이하면 스노우퀸 공격하기 위한 스턴 망치 자주 사용하도록 함,More frequent use of Stun Hammer to attack Snow Queen when you have 1 minion or less
"중거리 광역 및 깔아두기 공격 패턴, 거리가 먼 경우 원거리 대상으로 타겟","Mid-range AoE and lay-down attack patterns, targeting distant targets if far enough away"
중요!: 반환점 돌가 다음 대포 공격때 사용하기 위해 이 변수	초기화 하기,Important!!! Initialize this variable for use in the next cannonball attack by the return point stone.
"쿨타임 걸리면 이거 실행:  거대 3개 얼굴 발사, 레벨3은 상태이상 없음","On cooldown, do this: fire 3 giant faces, level 3 has no ailments"
타겟팅 된 대상이 매달려 있다면 돌진 구르기 공격을 하여 무조건 떨구게 함,"If the target is hanging, perform a dash roll attack to knock them off their feet"
타겟팅 된 대상이 매달려 있다면 돌진 할퀴기 공격을 하여 무조건 떨구게 함,"If the target is hanging, perform a lunge claw attack to knock them down unconditionally"
"파란색 크리스탈 맞으면, 랜덤 타겟팅 작동하기 위한 변수 0 초기화 시키기","If Blue Crystal Hit, Reset Variable to 0 for Random Targeting to Work"
패턴3: 낮은 점프 뛰기 + 높은 점프 뛰기(덫) + 매우 높은 점프(덫),Pattern 3: Low jump run + high jump run (trap) + very high jump (trap)
페이즈 도중에 회복 졸병 소환 시키기 위해 사용하는 변수 다시 초기화 하기,Reinitializing variables used to summon healing minions in the middle of a phase
"페이즈 변할 때 총알 난사 함, 원래 쿨티임 60초 였으나 2분으로 늘렸음","Bullets on phase change, original cooldown 60 seconds, increased to 2 minutes"
페이즈 전환시 1번만 사용함  바위 떨구기 공격 후 죽음의 갈고리 휘두르기,Only used once per phase Change Rock Thrower attack followed by Death Hook
"평타공격 2타 거리에 있으면 아래 스킬들을 사용, 레벨2이 거리체크 240","If you are within 2 strikes of a flat attack, you can use the following skills, level 2 distance check 240"
플레이어가 석상 공격 못하도록 방해하기 위해 주기적으로 점프 이동하는 부분,Periodically jumping around to prevent players from attacking the gargoyle.
플레이어가 전투판에 올라가자 마자 마드리아는 2층 단상 위로 점프 이동 함,"As soon as the player steps onto the battlefield, Madria jumps to the second floor dais"
"플레이어가 현재 2스테이지 전투를 진행하고 있을 때, 보스의 주 행동 패턴","When the player is currently in a Stage 2 encounter, the boss's primary behavior pattern is"
"플레이어가 현재 3스테이지 전투를 진행하고 있을 때, 보스의 주 해동 패턴","When the player is currently in a Stage 3 encounter, the boss's primary thawing pattern is"
혹시 모르니 이 중요 변수도 이 고속이동 단계 빠져나올때 1 초기화 해놓기,"Make sure to reset this important variable to 1 when you exit the fast travel phase, just in case."
확률을 1/3로 만들기 위해 2/3 차지하기 위한 껍데기 데이터 설정 부분,Part of setting up shell data for 2/3 to make probability 1/3
!!대포발사신호!!:  이떄 낮은 확률로 석궁 발사 신호보내는 행위를 함,!!Cannon fire signal!!: This has a low chance of signaling the crossbow to fire.
!!석궁발사신호!!:  이떄 낮은 확률로 대포 발사 신호보내는 행위를 함,!!Crossbow fire signal!!: This has a low chance of signaling a cannon to fire.
"# 팔이 2개 되었을때, 각 자쿰팔에 있는 보호 버프 전부 제거 작업 함",# remove all protection buffs from each Zakum arm when he has 2 arms
"##%## 이 변수를 0으로 초기화 하여, 혹시 모를 버그 상황을 예방함",##%## Initialized this variable to 0 to prevent a possible bug situation
#1-3페이즈 - 다시  배 위로 올라기 졸병 소환       75~72,Phases #1-3 - Back on the Ship Summon Minions 75-72
#1페이즈:  회오리 기둥 +  강공격 점프쾅 + 찌르기 강공격 순간이동,Phase #1: Whirlwind Pillar + Bash Jump Bang + Stab Bash Teleport
^^ 이 변수 1 설정해 고속이동모드로 넘어갈지말지 체크하도록 하기 ^^,^^ Set this variable 1 to check whether to go to fast travel mode or not ^^ ^^ Set this variable 1 to check whether to go to fast travel mode or not
10시 지점 담당 분신 투르카 10시 지점으로 순간이동 오도록 신호보내기,"Signal your alter ego, Turka, to teleport to the 10 o'clock location."
"10시, 마드리아는 반대편인 10시 방향으로 순간이동 해서, 불큐브 설치","At 10 o'clock, Madria teleports to the opposite side of the room, at 10 o'clock, and installs a bullcube"
"11시 지점에 소환몹 한마리씩 호출, 주의 group=""102"" 꼭 사용","Call one mob at 11 o'clock, be sure to use caution group=""102"""
1단계 아이콘만 띄우기고 이전에 1단계 보호막 상태를 제거하기 위한 용도,To show only the Stage 1 icon and remove the previous Stage 1 shield status
"1페이즈, 모든 졸몹 절멸할 경우에 본격 돌진 공격 기둥 출돌 패턴 행위","Phase 1, Full Rush Attack Column Charge Pattern Behavior when all minions are dead"
2-1스테이지 전투판의 분리된 위쪽 부분의 좌표 대생을 최우선 타겟팅 함,Prioritized targeting of coordinate biomass in the isolated upper portion of the Stage 2-1 battleboard
2. 두번째 행동이 괴성지르는 행동 하면서 바닥 구멍 큐브 스킬 사용하기,2. use the Bottom Hole Cube skill while the second behavior is a screaming behavior
2스테이지의 졸구간 해당 스테이지 랜던 선택되어 진행될 때 사용되는 변수,"Variables used when a pawn in Stage 2 is selected and progresses, whether it's a stage lander or not."
2시 혹은 10 전투판으로 점프 뛰면서 분신은 6시 전투판으로 가게 하기,Jumping to the 2 or 10 battlegrounds while your alter ego is on the 6 battlegrounds
"2층 지형의 플레이어를 견제하는 스킬이 없어서, 이 스킬로 견제하도록 함","No skill exists to block players on second floor terrain, so this skill is used to block them"
"2페이즈 시작되면 최초 이 부분부터 실행됨, 약 4분 정도 이부분 작동함","Phase 2 starts at the beginning of this part of the initial run, about 4 minutes into this part of the run"
2페이지 전투판에서의 기본 타겟팅 작동 로직 & 2페이즈에서는 이동 안함,Basic Targeting Behavior Logic on phase 2 Battlegrounds & No Movement on phase 2
3스테이지의 졸구간 해당 스테이지 랜던 선택되어 진행될 때 사용되는 변수,"Variables used when a pawn in stage 3 is selected and progresses, whether it's a stage land or a stage land"
3페이즈 때 보스가 파워업 버프를 사용할지말지를 결정하는데 사용하는 변수,Variables used by bosses to determine whether or not to use power-up buffs during Phase 3
3페이즈 본격 전투 전 최초 딱 1회 성우 대사 나오도록 하기 위한 설정,"Setting up the first, one-time voice-acted line of dialog before a full-scale battle in Phase 3"
3페이즈때 플레이어 기력 흡수 2단계가 되면 거대 레이저 발사 공격만 함,Absorbs player energy in Phase 3 and only attacks with giant laser fire in Phase 2
"49277001 타겟 이펙트 있는거, 49277002 타겟 이펙트 없는거","49277001 with targeted effects, 49277002 without targeted effects"
4스테이지의 졸구간 해당 스테이지 랜던 선택되어 진행될 때 사용되는 변수,"Variables used when a pawn in stage 4 is selected and progresses, whether it's a stage lander or not"
5스테이지의 졸구간 해당 스테이지 랜던 선택되어 진행될 때 사용되는 변수,"Variables used when a pawn in stage 5 is selected and progresses, whether it's a stage lander or not"
"Attack_Idle_A 로 서있기, AI 꼬였을 경우 만약을 위한 설정","Standing with Attack_Idle_A, just in case the AI is stuck"
DayNightChange = 1 신호를 맵 트리거에 보내면 낮으로 변함,DayNightChange = 1 signal to the map trigger to change to daytime
DayNightChange = 2 신호를 맵 트리거에 보내면 밤으로 변함,DayNightChange = 2 signal to the map trigger to change to night
"HealSummonOn 값을 1 더함, 이 값이 2가 되면 소환몹 호출함","Add 1 to the HealSummonOn value, and when it reaches 2, call the summon mob"
"MoveStep = 4 인 경우, 도로길 최종 도착지점에 왔는지 체크하기","If MoveStep = 4, check if you've reached the end of the road"
NowZone 변수에 11을 넣어서 현재 11시방향 전투판에 있음을 알림,Put 11 in the NowZone variable to indicate that you're currently in the 11 o'clock battlegrounds
"Phase = 5 , 메인전투판 5페이즈 전투 패턴:   HP 20~0%","Phase = 5 , Main Battlegrounds Phase 5 Battle Pattern: HP 20 - 0% HP"
"PhasePatternTrigger = 3, 즉 3페이즈 때의 공격 형태","PhasePatternTrigger = 3, i.e., the attack shape at phase 3"
"PhasePatternTrigger = 5, 즉 5페이즈 때의 공격 형태","PhasePatternTrigger = 5, i.e., the attack shape at phase 5"
PhysicalOrLaserMode에 2을 넣어 레이저공격 모드임을 알림,Put 2 in PhysicalOrLaserMode to indicate that you are in laser attack mode
TotemMany 변수 초기화 없이 그냥 토템 & 용암 조합 패턴 실행함,Just running the Totem & Lava combination pattern without initializing the TotemMany variable
가까이 다가간 플레이어가 존재하면 무조건 근접 대상을 타겟팅 잡도록 한다,Always target melee targets if there is a player close by
가끔 소환몹 호출 타이밍이 꼬여서 자살 명령 안먹힐 수 있어 두번 실행함,"Sometimes the timing of the summon mob call is off and the suicide command may not work, so I run it twice."
가끔 플레이어 방향으로 돌진 공격하도록 해 다양한 상황이 나오도록 하였음,Occasionally having them dash in the player's direction to create a variety of situations
가마 파괴 머쉬킹 땅으로 내려오기 작업시 싱크 맞추기 위해 사용하는 변수,Variables used to synchronize when mashing kiln destruction down to the ground
가마가 파괴되어 머쉬킹이 땅에 있는 상태에서의 행동 패턴을 정의하는 부분,The part that defines the behavior pattern when the kiln is destroyed and the mushking is on the ground.
"거리 1150 이내에 있으면, (3페이즈 지친상태에서 사용하는 거리체크)",If you are within 1150 distance (distance check used in phase 3 exhaustion)
"거리 1200 정도, 큐브 한칸 높이에 있으면 이 사정거리에 벗어나게 됨","Distance 1200 or so, and being one cube high will put you out of range"
"거리 850 이내 있으면, 공격 행동하기, 큐브 한칸 아래 포함되지 않음","If within distance 850, take attack action, not counted under one cube"
계약의 토템으로 용암이 올라오는 상황과 반대쪽에 자쿰팔 생성에 대한 정의,The definition of lava rising as a contract totem and the creation of a jakumpal on the other side
고속이동 계절컨셉 도로 멈추어서 점프이동 모드로 넘어가면 이 부분 실행함,Execute this part of the Fast Travel Seasonal Concept when you stop on the road and jump to Jump Travel Mode
기폭발 동작 때 바라보는 방향이 정면을 향하도록 facePos 죄표 설정,Set the facePos sinusoid to face forward during the detonation behavior.
너무  원거리만 사용하면 단조로우니 가끔 근접 공격을 위해 가까이 다가감,Occasionally move in close for melee attacks because it gets monotonous being too far away
"대지 파괴, 제자리 점프 쾅!  바로 Kill할 정도의 공격력(초필살기)","Destroy land, jump in place, bang, instant kill (super special move)"
도로 중앙지점 전투 단계 때 주차하고 블랙빈 내려오게 할지 말지 결정하기,Deciding whether or not to park and let the black bin descend during the midway point battle phase
"동료 사자 몬스터가 죽으면, 이 변수를 1로 만들어 광폭화 버프를 사용함","When a fellow lion monster is killed, this variable is set to 1 to use the Berserk buff"
"레벨1: 일반 광통, 레벨2 : 큐브파괴 관통, 레벨3: 일반 관통 안함","Level 1: Normal Light Penetration, Level 2: Cube Breaking Penetration, Level 3: Normal No Penetration"
"레벨2:   왼쪽 지점의 플레이어만 저주 걸기, 왼쪽 용암 올라오게 하기","Level 2: Curse only the player on the left branch, make the left lava rise"
레벨22: 타겟팅 대상이 430 이내에 있으면 제일 가까운 대상 타겟팅함,Level 22: Target the closest audience if it's within 430
레벱2: 플레이어가 점프 할 경우에만 이 사정거리에 들어오도록 하는 범위,Level 2: Range that only allows players to enter this range when they jump
루카락스가 날기 공격 때 마드리아가 지원 공격하는 패턴할때 사용하는 변수,Variables used by Lukarax in his flying attack and Madria in her support attack pattern
마드리아한테 이 신호를 보내 자신이 날기공격 패턴을 하고있다는 것을 알림,Send this signal to Madria to let her know that she is in a flying attack pattern.
맵 한바퀴 돌면 이거 다시 실행해야 하기 때문에 쿨타임 3분 정도 설정함,"Set a cooldown of 3 minutes, since you'll need to run this again once you've gone around the map"
"메인전투판 3페이즈 전투 패턴:  마법 빛기둥 패턴,  HP 55~30%","Main Battlegrounds Phase 3 Battle Pattern:  Magic Pillar of Light Pattern, 55-30% HP"
메인존7은 길이가 너무 길어서 3번에 걸쳐서 메인존을 빠져나오도록 설정함,"Mainzone 7 is too long, so we set it up to exit the mainzone 3 times"
물리 공격 모드 30초 짜리 다시 사용하기 때문에 중간대 시간으로 셋팅함,"Physical Attack Mode 30 second reuse, so set to mid-range time"
"번개 공격, 비교적 자주 사용, #일반 난이도는 이때 방치해도 괜찮게 함","Lightning attack, used relatively often, #Normal difficulty makes it okay to leave it unattended at this time"
변수 10을 넣어 자신이 10시 지점으로 점프 이동 했다는 것을 알게 함,Include the variable 10 so that you know you jumped to point 10
변수 12를 넣어 자신이 12시 지점으로 점프 이동 했다는 것을 알게 함,Include the variable 12 so that you know you jumped to the 12 o'clock point
보스 전투판 중앙에 배치되어 있는 소환몹에게 참전하라고 신호 보내는 변수,Variable that signals the summoned mob in the center of the boss battleboard to join the battle.
"보스전  전투 행위, 보스 전투판으로 점프 뛰 다음 이후 공격 행동을 함","Boss battle actions, jumping to the boss battleboard and then performing an attack action afterward"
"브러쉬 거대 투사체, 레벨2가 자동타 탑승 아닌 상태에서 사용하는 스킬임","Brush Massive Projectile, a level 2 skill that can be used while not in an auto."
"사정거리 1100 밖에 있으면, 즉 같은 전투판에 플레이어가 없는 경우임","Outside of range 1100, i.e. no players in the same battleground."
"설치 투척, 레벨3은 바닥 대미지 필드 없음, 거리 900~1000 정도","Setup throw, level 3 has no floor damage field, distance 900-1000"
설콩이와 신전의 기사 몬스터에게 이 신호를 보내 보스 전투판으로 뛰게 함,Send this signal to Snow White and the Knight of the Temple monsters to make them jump to the boss battlefield.
"소환몹이 한마리라도 남아있는 경우, 소환몹 주변에서 견제 공격 행동 진행","If there are any summoned mobs left, perform a Contain Attack action around them"
"스프레이 뿌리기, 레벨24: 상태잇아 없음  거리 400 이돋하며 뿌리기","Spray, Level 24: No status: Spraying at a distance of 400 with a steady stream of spray"
앞 단계의 행동이 길어서 시간이 다소 어긋나는 상황을 보정하기 위한 설정,Setting to compensate for situations where the time is slightly out of sync due to a long action in the previous step.
앞 단계의 행동이 길어서 시간이 다소 어긋나는 상황을 보정하기 위한 설청,A request to compensate for a situation where the actions in the previous step are somewhat out of time due to the length of the previous step.
"에바고르 소환됨, 원활한 테스트를 위해 확률을 엄청 높임, 원래는 33임","Evagor summoned, probability greatly increased for smooth testing, originally 33"
"오른쪽 토템, 21410092  이 토템은 스킬은 레벨22 4연타 스킬임","Right Totem, 21410092 This totem is a level 22, 4-hit skill"
"오른쪽 토템, 21410122  이 토템은 스킬은 레벨22 4연타 스킬임","Right Totem, 21410122 This totem is a level 22, 4-hit skill."
위 ##prob와 선언된 것과 경쟁하기 때문에 확률 적당히 높게 해야 함,"It competes with the ##prob declared above, so the probability should be moderately high"
이 standby 시간 인페르녹 죽음 동작하고 어느 정도 일치하게 하였음,This standby time is more or less consistent with inferno death behavior.
이 몬스터는 죽을 때  MonsterNumber 변수 -1 을 하지 않음,This monster does not -1 the MonsterNumber variable when it dies
이 변수 -1씩 하여 최종 0이 되면 소환몹 공격 패턴 행동을 하도록 함,"Increment this variable by -1, so that when it reaches a final value of 0, it will perform the Summon Mob Attack Pattern behavior"
이 변수 -2씩 하여 최종 0이 되면 소환몹 공격 패턴 행동을 하도록 함,"Increase this variable by -2, so that when it reaches a final value of 0, it will perform the Summon Mob Attack Pattern behavior"
이 변수 0 초기화 안하면 무한 텔레포트 하게 되어서 꼭 0 셋팅해야 함,This variable must be initialized to 0 or you will teleport indefinitely.
이 변수 0으로 시작해서 1씩 더해서 5 이상 되면 순간이동 하도록 하기,Let's start this variable at 0 and add 1 to it to teleport when it reaches 5 or more
이 변수 중요하니 혹시 모르니 이 페이즈 시작할 때 항상 0 초기화 하자,"This variable is important, so let's always reset it to 0 at the start of this phase, just in case"
이 변수가 2라는 것은 소환몹 전투 2셋트까지 전부 끝났음을 알리는 것임,A value of 2 in this variable indicates that all 2 sets of summoned mob battles have been fought.
"이 변수가 8 이상이면, 레이저 발사하고 LaserMode = -1 설정","If this variable is 8 or higher, fire the laser and set LaserMode = -1"
이 변수가1이면 남쪽에 있다는 뜻이기 때문에 북쪽 지점으로 점프 이동시킴,"If this variable is 1, it means it's in the south, so we jump to the north point"
자신이 3시 방향으로 순간이동 했음을 이 변수를 통해서 알 수 있도록 함,This variable lets you know that you teleported to 3 o'clock.
자신이 6시 방향으로 순간이동 했음을 이 변수를 통해서 알 수 있도록 함,This variable lets you know that you teleported to 6 o'clock.
자신이 9시 방향으로 순간이동 했음을 이 변수를 통해서 알 수 있도록 함,This variable lets you know that you teleported to 9 o'clock.
자쿰 몸체로 부터 ElementsDecision01 변수 신호를 받았으면,"Once we've received the ElementsDecision01 variable signal from the Jacum body, we can use the"
자쿰 몸체로 부터 ElementsDecision02 변수 신호를 받았으면,"Once we've received the ElementsDecision02 variable signal from the Zakum body, we can use the"
자쿰 몸체로 부터 ElementsDecision04 변수 신호를 받았으면,"Once we've received the ElementsDecision04 variable signal from the Zakum body, we can use the"
자쿰 몸체로 부터 ElementsDecision05 변수 신호를 받았으면,"Once we've received the ElementsDecision05 variable signal from the Zakum body, we can use the"
전투가 오래 걸리지 않는다면 3-1페이즈에서는 소환몹 한번만 나오는 형태,"If the battle doesn't take long, you'll only see one summoned mob in Phase 3-1."
전투판 밖 체크 유무 끝나면 타겟팅 꼭 제일 가까운 대상 하는 것이 좋음,"Targeting after checking out of the battlefield, preferably to the nearest target"
전투판에 떨어져서 오게 되는  바닥 독큐브 위치를 기준으로 타겟팅 설정함,Targeting based on the location of a floor dockcube that falls off the battlefield
"점프 준비, 1시에서 5시 뛸때는 오브젝트 파괴할 필요 없어 레벨1 사용","Prepare to jump, use level 1 because you don't need to destroy objects to jump from 1 o'clock to 5 o'clock"
점프중   3페이지 마지막 전투판으로 가기 전에 공중지점에 잠깐 대기하기,Jumping on phase 3 Hovering in the air before going to the final battleboard
"졸병 몬스터 소환하기, 최초 타겟팅 이펙트 나오게 하는 거 여기서 선언함","Summon minion monster, first targeting effect declared here"
죽으면 소환해준 Master에게  MonsterMany - 1 신호 보냄,"When you die, signal MonsterMany - 1 to the Master who summoned you"
중간에 보스의 페이즈 이동이 있더라도 문제없는 AI는 이 아래에 작성한다,"For AI that is okay with bosses phasing in the middle of the game, write it down here"
중앙 2층에서 나오거나 혹은 중앙 지하에서 나오거나 둘중 하나 랜덤 선택,"Exit from the central second floor or the central basement, or randomly select one of them"
"중앙 지하, 순간이동 좌표때문에 코드 전부 따로 사용함, 딱 한번만 발생","Central basement, used all separate code for teleport coordinates, only happened once"
즉 RoarModeStop= 0  과  RoarMode = 0 인 상황임,This is the situation with RoarModeStop= 0 and RoarMode = 0
"최종지점 이동후 -3 하기, 거리는 무척 짧기 때문에 move 1번에 함","Do -3 after moving to the final point, which is done in move 1 because the distance is very short."
최초 딱 한번만 실행한다. 보스의 상태를 체크하기 위해 필요한 변수 설정,Run only once for the first time. Set up the necessary variables to check the status of the boss
크림슨발록에 의해 스턴 당한 후 Idle로 돌아온 후 말풍선으로 예기 함,Stunned by Crimsonbaloc and then returning to Idle and anticipating with speech bubbles
"타겟팅 좌우 지점 번갈아 변경하고, 건너편 2층 지형에 졸몹도 소환시키기","Alternate targeting left and right, and summon minions on the opposite terrain on the second floor."
"타겟팅을 일정 시간마다  다시 renew 해주는 부분, 오른쪽 1층 지형","The part that renews targeting at a certain amount of time, the first-floor terrain on the right"
"타겟팅을 일정 시간마다  다시 renew 해주는 부분, 오른쪽 2층 지형","The part that renews targeting at a certain amount of time, the right-hand second-level terrain"
"타겟팅을 일정 시간마다  다시 renew 해주는 부분, 오른쪽 3층 지형","The part that renews targeting at a certain amount of time, the 3rd-level terrain on the right"
"파란 크리스탈의 효용성을 높이기 위해, 이런 상황에서는 랜덤 타겟팅 하기","To increase the effectiveness of the blue crystals, you can use Random Targeting in these situations by using the"
플레이어가 가까이 다가가는 형태로만 불발사 공격 빈도 줄이는 효과 설정임,Reduces the frequency of misfire attacks only when players get close to you.
"플레이어에게 걸린 저주 해제하는 투사체 3발 발사, 레벨2가 3발 발사함","Fires 3 projectiles that dispel curses on the player, 3 fired by level 2"
"플레이어에게 걸린 저주 해제하는 투사체 4발 발사, 레벨1이 4발 발사함","Fires 4 projectiles that break curses on players, level 1 fires 4"
@@이전 MainZone = 10 단계에서 나왔던 졸병 소환몹 제거@@,@@Removes minion spawn mobs from the previous MainZone = 10 step@@
*타입1: 왼쪽 소환 후 주먹 2연타 공격 후 작은 다크스타 추가 소환,"*Type 1: Summon left, attack with 2 fists, summon additional small Darkstars"
"# 팔이 3개 되었을때,  팔이 파괴될 때마다 속성 보호 버프 변경하기","# Change the property protection buff whenever an arm is destroyed, when you have 3 arms"
"# 팔이 4개 되었을때,  팔이 파괴될 때마다 속성 보호 버프 변경하기",# Change the property protection buff to every time an arm is destroyed when you have 4 arms
"# 팔이 5개 되었을때,  팔이 파괴될 때마다 속성 보호 버프 변경하기",# Change the property protection buff to every time an arm is destroyed when you have 5 arms
"##회전 레이저 공격, 레벨3이 공속 느린 버전,  쿨타임은 41000","##Rotating laser attack, level 3 is the slower version, cooldown is 41000"
"##회전 레이저 공격, 레벨3이 공속 느린 버전,  쿨타임은 43000","##Rotating laser attack, level 3 is the slower version, cooldown is 43000"
"#2-1페이즈 HP: 75~59% ,  2-2페이즈 HP: 59~39%","Phase #2 1 HP: 75% to 59% , Phase 2-Phase 2 HP: 59% to 39%"
"#3페이즈, 신전의 기사와 타락한 기사 설콩이까지 같이 제거 공격 패턴","Phase #3, Knight of the Temple and Fallen Knight Sul'kongi are removed together, attack pattern"
#오른쪽 지점에서 갈림길을 통해 가운데를 지나 왼쪽 지점으로 가는 경우,"#If you are going from a point on the right to a point on the left through a fork in the middle, then to a point on the left"
%&% 이 변수 1로 만들어 돌진이동 후 공격 연속 패턴 시작되도록 함,Make %&% variable 1 so that the attack continuation pattern starts after a dash
02000369 던전 최초 진입 가운데 지형의 대상을 최우선 타겟팅 함,02000369 Prioritizes targets on terrain during initial entry to the dungeon
02000420 던전  오른쪽 지점의 태엽폭탄 좌표 다시한번 타겟팅하기,02000420 Target the coordinates of the Tachybomb on the right side of the dungeon again
1   2 가 아닌 숫자를 설정해 자동차에 내려와 공격 행동 하도록 함,Set a number other than 1 or 2 to get out of the car and attack behavior
"1300 이상 거리로 할 경우, 보스방 포탈 근처 캐릭터에게 타겟이 감","At distances greater than 1300, characters near the boss room portal will be targeted by the"
"1방 킬 유도 투사체 2개 발사, 난이도 쉽게하는 이슈로 이 스킬 빼기","Fires 2 1-kill guided projectiles, removes this skill due to difficulty easing issue"
"1타 발사 공격, 레벨3이 기절 시키는 것이 없고 바닥 폭발 영역 좁음","1-hit attack, no level 3 stun and small floor explosion area"
1페이즈 두번째 단계 소환몹 무리 호출하고 1페이즈 전투판으로 뛰어들기,Phase 1 Second Stage Summon Mob Horde and Jump into the Phase 1 Battlegrounds
2와 3페이즈에서 점프 쾅  공격 할지 일반 공격 하지를 결정하는 변수,Variables that determine whether to jump bang or normal attack in phases 2 and 3
2차 빠져나오기 이동 후 3차 빠져나오기 단계로 가기 위해 3으로 설정,Set to 3 to go to the 3rd exit step after the 2nd exit move
2페이지 때 데보라크가 서있는 곳 좌표 지점을 최우선 타겟팅 잡도록 함,Prioritize targeting the coordinate point of where Devorak is standing on phase 2
"8시 시점에 마력 구슬이 이미 있다면, 10시 지점에 구슬  생성 시킴","If you already have an enchantment orb at 8 o'clock, spawn one at 10 o'clock"
"90도 회전 레이저 공격, 레벨2: 레이저 공격모드용 (스턴기능 있음)","90 Degree Rotating Laser Attack, Level 2: For Laser Attack Mode (with Stun)"
"BattleOn = 0,  단상 위에서 올라갔음을 이 변수를 통해 알림","BattleOn = 0, notifying you that you're on the podium via this variable"
JumpCRL  변수가 1  2 일때 즉 언덕위에 있을 때의 행동 패턴,"Behavior when the JumpCRL variable is 1 or 2, i.e., on a hill"
"Master인 핑크빈에게 받는 신호 변수, 최초 숫자 설정은 1로 하기","Signal variable from the master, Pinkbean, with initial number set to 1"
MonsterNumber = 3 은 방패 보디가드 몬스터 숫자만 체크함,MonsterNumber = 3 checks only the shield bodyguard monster number
PhysicalOrLaserMode에 1을 넣어 물리공격 모드임을 알림,Put a 1 in PhysicalOrLaserMode to indicate that you are in Physical Attack Mode
Remove 실행한 후 순간이동 동작 나오게 하는 것이 타이밍에 어울림,Timing makes sense to have the teleportation behavior come out after the Remove execution
RoadMove5 거리는 무척 짧기 때문에 move 1번에 해도 괜찮음,"RoadMove5 distance is very short, so it's okay to do it in move 1"
"SpeedRacingMode = 2 인 경우, 실제 고속이동 하는 부분","If SpeedRacingMode = 2, the actual fast moving part"
standby 시간을 짧게 하여 비교적 신속하게 다음 행동을 하도록 함,Shorten the standby time so that the next action can be taken relatively quickly
"거리 900~1000 이밖이나, 계단 지형 등 같은 높이에 있지 않다면","If you're not on the same level, such as 900-1000 meters away, or on staircase terrain, use the"
"공격 Tick 2번 , 알람 공격 코드 50100732 는 중국 전용임","Attack Tick 2, Alarm Attack Code 50100732 is for China only"
"공격 대상이 거리 1400 이내 같은 높의 전투판에 있으면, 공격 발동","If the target of your attack is on the same level of the battlefield within 1400 distance, Trigger Attack"
공격 대상이 공격 가능 사정거리에 없으면  standby 상태 유지하기,Stay in standby if the target is out of attack range
그런데 2페이즈에서는 석궁 등장 안하기 때문에 이 부분 실행 할일 없음,"However, crossbows don't appear in Phase 2, so there's nothing to do here."
기둥 충돌이거나 시간이 다 되어서 버프가 사라졌을 때의 행동 패턴 부분,Part of the behavior when a pillar crashes or a buff runs out of time.
"기본공격 패턴 근거리 패턴 2개, 거리가 먼 경우 원거리 대상으로 타겟","Default Attack Patterns 2 close-range patterns, targeting far targets for distance"
나중에 소환몹 방해받는 상황에 대해 사용할 것이기 때문에 0으로 셋팅함,Set to 0 since we'll use it later for summon mob interruptions
"돌진 공격 몇번 하는지 체크하기 위한 변수, ""돌진"" 몬스터 전용 변수","Variables for checking how many rush attacks a monster has, variables for ""rush"" monsters only"
"돌진 공격, 레벨2: 돌진거리 보통  2-2페이즈 부터 돌진거리 늘어남","Charge Attack, Level 2: Increased Charge Distance, usually from Phase 2-3"
